name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
athens,2014-01-11,16,6.4,10.8,16,6.4,10.8,7.6,81.1,0,0,0,,0,0,,9.3,16.9,1021.4,47.2,10,117.7,10.2,5,,2014-01-11T07:40:58,2014-01-11T17:25:09,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-12,16.9,6,10.7,16.9,5.7,10.6,7.8,83.2,0,0,0,,0,0,,12.3,323.2,1021.4,50.2,9.1,108.2,9.2,5,,2014-01-12T07:40:45,2014-01-12T17:26:09,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-13,13.8,7.4,10.7,13.8,7.4,10.7,7.5,81.2,0,0,0,,0,0,,12.3,4.7,1020.4,73.3,9.1,87.4,7.6,4,,2014-01-13T07:40:31,2014-01-13T17:27:09,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-14,15.5,8.2,11.6,15.5,7.8,11.6,8.3,80.3,0,0,0,,0,0,,9.4,333.5,1017.8,72.4,9.7,47.3,4,2,,2014-01-14T07:40:14,2014-01-14T17:28:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-15,16.1,9.9,13.1,16.1,9.9,13.1,10,81.7,0,0,0,,0,0,,21.3,154.5,1016.4,86.5,8.9,51.3,4.5,2,,2014-01-15T07:39:55,2014-01-15T17:29:13,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-16,16.8,8.8,12.6,16.8,8.8,12.6,9.6,82.5,0,0,0,,0,0,50,14.3,280,1015.4,65.6,9.8,81.1,7.1,4,,2014-01-16T07:39:35,2014-01-16T17:30:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-17,17.7,5.9,11.2,17.7,5.9,11.2,8,81.8,0,0,0,,0,0,,14.4,238.7,1020.2,34.8,10,134.6,11.8,5,,2014-01-17T07:39:12,2014-01-17T17:31:19,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-18,16.5,7.2,11.6,16.5,7.2,11.6,7.9,78.8,0,0,0,,0,0,40.7,16,246.9,1020.6,65.9,9.9,79.1,6.8,5,,2014-01-18T07:38:47,2014-01-18T17:32:24,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-19,17.5,10.3,14.1,17.5,10.3,14.1,10.1,77.1,0,0,0,,0,0,,22.2,212.5,1019.2,58.3,10,127.6,11,5,,2014-01-19T07:38:21,2014-01-19T17:33:28,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-20,19,13.2,15.9,19,13.2,15.9,11.2,74.1,0,0,0,,0,0,,22,194.9,1014.4,50.1,10,123.8,10.6,5,,2014-01-20T07:37:52,2014-01-20T17:34:33,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-21,19,12.5,15.5,19,12.5,15.5,8.1,63.3,0,0,0,,0,0,,23,229.9,1011.2,33.6,9.9,136.6,11.8,6,,2014-01-21T07:37:21,2014-01-21T17:35:39,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-22,17,8.6,12.5,17,8.2,12.4,4.9,60.9,0,0,0,,0,0,,23.2,249.3,1013.2,27.6,10,141.5,12.3,6,,2014-01-22T07:36:49,2014-01-22T17:36:45,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-23,17.4,7.3,12,17.4,7.3,12,4.4,61.6,0,0,0,,0,0,,13.7,299.8,1017.6,31.1,10,138.9,12.1,6,,2014-01-23T07:36:14,2014-01-23T17:37:51,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-24,14.9,7.4,11.7,14.9,7.4,11.7,7.1,73.4,0,0,0,,0,0,55.4,26.1,134.6,1014.1,71.2,10,69,6,3,,2014-01-24T07:35:38,2014-01-24T17:38:58,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-25,16,9.9,13,16,9,13,7.7,71.2,0,0,0,,0,0,59.4,36.9,224.9,1001.4,72.8,9.8,48.5,4.1,2,,2014-01-25T07:35:00,2014-01-25T17:40:05,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-26,12.5,8.4,10,12.5,6.6,9.4,6.3,78.9,0.3,100,4.17,rain,0,0,,16.1,349.9,996.6,87.5,9.7,68.8,5.8,3,,2014-01-26T07:34:20,2014-01-26T17:41:12,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-27,9.8,5.6,7.6,8.2,4.2,6.4,3,72.9,0,0,0,,0,0,,16.1,347.9,1001,71.9,10,117.6,10.1,4,,2014-01-27T07:33:38,2014-01-27T17:42:20,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-28,10.2,5.6,8.2,10.2,5.6,8.2,6.4,88.5,0,0,0,,0,0,,7.8,337.5,999.8,92.7,9,48.2,4.1,2,,2014-01-28T07:32:55,2014-01-28T17:43:27,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-29,15,7.9,11.4,15,6.7,10.7,4.5,64.1,0,0,0,,0,0,,19.9,268.9,1006.4,43.1,9.8,142.6,12.3,6,,2014-01-29T07:32:09,2014-01-29T17:44:35,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-30,14.5,3.8,9.5,14.5,3.8,9.4,4,69.4,0,0,0,,0,0,,7.3,11.5,1021.8,63.2,10,97.9,8.6,5,,2014-01-30T07:31:22,2014-01-30T17:45:43,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-01-31,12.7,7.4,9.7,12.7,4.7,8.6,4.8,72.2,0,0,0,,0,0,,24.8,10.4,1025.6,65.7,10,101.8,8.8,5,,2014-01-31T07:30:33,2014-01-31T17:46:51,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-01,9.3,7.3,8.2,5.8,3.4,4.7,3,70.1,0,0,0,,0,0,64.8,29.7,4.6,1024.7,68,10,46.5,4,2,,2014-02-01T07:29:43,2014-02-01T17:47:58,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-02,10.7,8.5,9.6,10.7,4.4,7.2,3.9,68,0.2,100,4.17,rain,0,0,70.2,39.9,1.7,1016.5,91.7,10,29.8,2.6,1,,2014-02-02T07:28:51,2014-02-02T17:49:06,0.08,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-03,11.5,8.8,9.9,11.5,4.3,7.8,2.6,61,0.4,100,8.33,rain,0,0,66.6,45,9.6,1017.1,72,10,117,10,5,,2014-02-03T07:27:57,2014-02-03T17:50:14,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-04,10.8,7.7,9.1,10.8,5.4,7.3,3.4,67.9,0,0,0,,0,0,,20.7,352.4,1022.4,87.1,10,138.6,11.9,6,,2014-02-04T07:27:02,2014-02-04T17:51:21,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-05,11.4,7.2,9.1,11.4,5.2,8.7,4.3,72,0,0,0,,0,0,,10.6,11.3,1022,91.6,10,120.6,10.3,5,,2014-02-05T07:26:05,2014-02-05T17:52:29,0.18,Overcast,Cloudy skies throughout the day.,cloudy,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-06,12.5,3.6,8.7,12.5,3.6,8.6,5.3,79.8,0,0,0,,0,0,,11.6,97,1018,79.6,9.6,134.4,11.6,6,,2014-02-06T07:25:07,2014-02-06T17:53:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-07,15.4,8.7,11.5,15.4,7.2,11.1,7.8,79,0.4,100,4.17,rain,0,0,,19.7,19.7,1018.7,69.5,9.7,101.7,8.6,5,,2014-02-07T07:24:07,2014-02-07T17:54:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-08,16.4,8.5,12.3,16.4,7.7,12.3,8.6,78.9,0,0,0,,0,0,,19.5,222.5,1018.4,56.2,9.7,159.3,13.7,6,,2014-02-08T07:23:06,2014-02-08T17:55:51,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-09,17.4,10.7,13.7,17.4,10.7,13.7,9.3,75.7,0,0,0,,0,0,42.5,19,228.7,1014.6,73,9.9,133.6,11.4,6,,2014-02-09T07:22:03,2014-02-09T17:56:58,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-10,18.6,8.6,13.6,18.6,8.6,13.6,7,65.4,0,0,0,,0,0,,14.3,259.2,1015.5,30.4,10,172.2,14.9,7,,2014-02-10T07:20:59,2014-02-10T17:58:04,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-11,18,6.9,12.3,18,6.9,12.3,8.9,80.3,0,0,0,,0,0,,15.8,212.1,1017.2,42.8,10,170.6,14.7,6,,2014-02-11T07:19:54,2014-02-11T17:59:11,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-12,18.6,11.2,14.5,18.6,11.2,14.5,10.3,76.9,0,0,0,,0,0,,24.1,158.6,1013.8,61.4,9.8,163.2,14.2,7,,2014-02-12T07:18:47,2014-02-12T18:00:17,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-13,16.7,7.3,11.8,16.7,6.1,11.8,6.3,70.5,0,0,0,,0,0,,16.7,231.3,1012,62,10,79.7,6.8,3,,2014-02-13T07:17:39,2014-02-13T18:01:23,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-14,17,6.4,11.3,17,4.6,11.1,4.6,65.9,0,0,0,,0,0,,19.3,293.4,1009.4,47.1,10,165.1,14.2,7,,2014-02-14T07:16:30,2014-02-14T18:02:29,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-15,15.8,7.1,11.1,15.8,5.5,10.9,4.5,64.9,0,0,0,,0,0,,18.6,349.7,1015.5,33.9,10,173.6,15,6,,2014-02-15T07:15:20,2014-02-15T18:03:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-16,17.5,4.1,10.3,17.5,4,10.2,5.1,72.2,0,0,0,,0,0,,9.4,288.9,1021.5,0,,187.5,16.1,7,,2014-02-16T07:14:08,2014-02-16T18:04:39,0.55,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-17,19.7,6,12.2,19.7,5.4,12,7.3,74.3,0,0,0,,0,0,,13.5,279.4,1021.6,7,10,191.2,16.6,7,,2014-02-17T07:12:55,2014-02-17T18:05:44,0.58,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-18,20.1,8.2,12.8,20.1,7,12.7,8.3,75.5,0,0,0,,0,0,,10.3,20.3,1023.6,14.7,10,196.3,17,7,,2014-02-18T07:11:41,2014-02-18T18:06:49,0.62,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-19,17.8,5.7,11.1,17.8,5.7,11.1,8.3,83.7,0,0,0,,0,0,,11.8,205.3,1023.7,26.5,7,197.7,17.1,7,,2014-02-19T07:10:26,2014-02-19T18:07:53,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-20,17.3,8.6,13,17.3,8.6,13,9.2,78.7,0,0,0,,0,0,,18.1,223,1019.1,56.6,9,119.9,10.4,4,,2014-02-20T07:09:10,2014-02-20T18:08:57,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-21,15.8,10.8,13.3,15.8,10.8,13.3,10.4,82.7,0,0,0,,0,0,,13,70.9,1013.8,86.8,9.9,102.8,8.8,5,,2014-02-21T07:07:54,2014-02-21T18:10:00,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-22,18.4,8.7,13.2,18.4,8.7,13.2,9.7,80,0,0,0,,0,0,,11.4,321.4,1013.1,49.1,9.9,171.6,14.8,6,,2014-02-22T07:06:36,2014-02-22T18:11:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-23,16.8,9.7,13.4,16.8,9.7,13.4,8.7,74,0,0,0,,0,0,,16.6,9.2,1014.3,63.5,9.8,195,16.9,7,,2014-02-23T07:05:17,2014-02-23T18:12:07,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-24,12.5,9.4,11,12.5,7.6,10.7,6.3,73.5,0,0,0,,0,0,35.3,26.9,359.1,1015.1,79.4,9.8,42.7,3.5,2,,2014-02-24T07:03:57,2014-02-24T18:13:09,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-25,11.9,5.6,9.5,11.9,4.7,8.5,4.4,71,0,0,0,,0,0,,21.9,359.4,1019.3,68.2,10,185.4,16,7,,2014-02-25T07:02:36,2014-02-25T18:14:12,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-26,14.5,6.4,10.1,14.5,5.8,10.1,4.9,71.2,0,0,0,,0,0,,11.2,109.6,1022.7,69.3,10,192,16.6,7,,2014-02-26T07:01:15,2014-02-26T18:15:14,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-27,16,3.9,9.7,16,2.7,9.7,6.1,79.4,0,0,0,,0,0,,13.3,109.1,1022.6,34.1,10,202.9,17.5,7,,2014-02-27T06:59:52,2014-02-27T18:16:15,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-02-28,15,5.3,11,15,5.3,10.9,7.8,81.3,0,0,0,,0,0,,19.3,208.1,1017.8,77.9,9.6,93.6,8.1,4,,2014-02-28T06:58:29,2014-02-28T18:17:16,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-01,13.5,10.7,12.1,13.5,10.7,12.1,10.2,87.9,0,0,0,,0,0,,14.2,185.5,1010.5,97.7,8.9,60.9,5.2,3,,2014-03-01T06:57:06,2014-03-01T18:18:17,0,Overcast,Cloudy skies throughout the day.,cloudy,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-02,16.2,9.4,12.6,16.2,9.1,12.6,7.4,73.4,0.2,100,4.17,rain,0,0,,22.7,251.9,1000.5,62.3,9.6,203.7,17.6,8,,2014-03-02T06:55:41,2014-03-02T18:19:18,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-03,13.5,9.8,12,13.5,9.8,12,9.1,82.5,0,0,0,,0,0,63,30.6,162.2,996.7,95,8.4,67.4,5.7,3,,2014-03-03T06:54:16,2014-03-03T18:20:18,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-04,16.5,9.4,12.7,16.5,7.9,12.5,7.2,71.3,0,0,0,,0,0,,20.9,197.1,1000.7,66.7,9.8,217.2,18.7,8,,2014-03-04T06:52:50,2014-03-04T18:21:19,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-05,16.2,6.9,11.2,16.2,5.7,11,6.5,74.7,0,0,0,,0,0,,19.4,231.4,1005,59.1,10,197.8,16.9,7,,2014-03-05T06:51:24,2014-03-05T18:22:18,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-06,15.2,5.2,10.3,15.2,4.8,10.2,7.1,81.4,0.2,100,4.17,rain,0,0,,24,202.5,1011.2,63.9,9.8,122.2,10.4,4,,2014-03-06T06:49:57,2014-03-06T18:23:18,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-07,15.5,8.1,11.3,15.5,7.2,11.3,8,81.2,0.1,100,4.17,rain,0,0,,13.9,55.9,1015.3,77,9.8,171.1,14.9,6,,2014-03-07T06:48:29,2014-03-07T18:24:17,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-08,14.4,10.3,11.7,14.4,10.3,11.7,7.5,76.1,0,0,0,,0,0,42.5,24.3,357.2,1016.2,84.6,10,157,13.6,6,,2014-03-08T06:47:01,2014-03-08T18:25:16,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-09,10.8,8.4,9.4,10.8,5,7.1,5,74.7,0,0,0,,0,0,50,27.8,0,1017.9,93.1,9.9,133.3,11.4,5,,2014-03-09T06:45:32,2014-03-09T18:26:15,0.26,Overcast,Cloudy skies throughout the day.,cloudy,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-10,10.3,7.4,8.6,10.3,4.5,6,3.7,71.5,0,0,0,,0,0,53.6,32.4,342.6,1015.8,91.6,9.8,167.2,14.6,7,,2014-03-10T06:44:04,2014-03-10T18:27:13,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-11,11.5,6.4,8.5,11.5,4,6.5,3.5,71.1,0,0,0,,0,0,,28.2,354.5,1018.1,77.2,9.9,215.1,18.6,7,,2014-03-11T06:42:34,2014-03-11T18:28:11,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-12,15.4,7.4,10.9,15.4,5.1,10.1,1.5,54.1,0,0,0,,0,0,,27.5,345.1,1022.5,54.2,10,226.4,19.6,8,,2014-03-12T06:41:04,2014-03-12T18:29:09,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-13,15.4,6.9,10.6,15.4,5.4,10.1,1.4,54.7,0,0,0,,0,0,47.7,30.1,4.6,1025.8,22.9,10,239.1,20.7,8,,2014-03-13T06:39:34,2014-03-13T18:30:07,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-14,16.9,5.3,10.3,16.9,3.2,9.8,2.8,60.9,0,0,0,,0,0,,16.5,16,1025.1,0,,243.5,21.1,8,,2014-03-14T06:38:04,2014-03-14T18:31:04,0.43,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-15,17.5,3.7,10.6,17.5,2.2,10.3,3.6,64.2,0,0,0,,0,0,,18,239.3,1018.7,29.4,10,231.6,20,8,,2014-03-15T06:36:33,2014-03-15T18:32:02,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-16,18,7,12.3,18,6.1,12,7.3,73.3,0,0,0,,0,0,,16.1,61.1,1011.1,39.8,10,226.3,19.4,8,,2014-03-16T06:35:02,2014-03-16T18:32:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-17,20.8,5.7,13.3,20.8,5.7,13.2,5.3,62.7,0,0,0,,0,0,46.4,21.5,12.1,1014.7,33.8,10,248.6,21.5,8,,2014-03-17T06:33:31,2014-03-17T18:33:56,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
athens,2014-03-18,22.5,6.1,14.1,22.5,4.8,14,5,58,0,0,0,,0,0,,12.8,248.4,1018.5,8.1,10,253.8,21.9,8,,2014-03-18T06:32:00,2014-03-18T18:34:52,0.56,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16718099999,16699099999,LGTG"
